timestamp,t_hours,temperature_c,ph,ph_true,do_percent,biomass_gL,substrate_gL,product_titer_gL,feed_rate_Lh
2026-01-01 13:43:59.999999998,13.7333,34.921,6.8417,6.8417,61.917,4.3106,6.5503,0.9892,0.5005
2026-01-01 13:45:00.000000000,13.75,35.014,6.8714,6.8714,60.933,4.4162,6.5672,0.9437,0.4935
2026-01-01 13:46:00.000000001,13.7667,35.012,6.8247,6.8247,61.448,4.4586,6.3578,0.9629,0.495
2026-01-01 13:46:59.999999998,13.7833,35.003,6.8402,6.8402,60.723,4.3279,6.2572,0.9647,0.4704
2026-01-01 13:48:00.000000000,13.8,35.067,6.8144,6.8144,62.56,4.345,6.5514,1.0018,0.4985
2026-01-01 13:49:00.000000001,13.8167,34.871,6.8733,6.8733,61.2,4.3973,6.5833,0.9888,0.531
2026-01-01 13:49:59.999999998,13.8333,35.022,6.8393,6.8393,62.161,4.2752,6.6118,1.0155,0.4829
2026-01-01 13:51:00.000000000,13.85,35.078,6.8421,6.8421,62.928,4.3555,6.5836,0.9864,0.5179
2026-01-01 13:52:00.000000001,13.8667,34.942,6.8685,6.8685,61.479,4.5221,6.7356,0.9643,0.4307
2026-01-01 13:52:59.999999998,13.8833,34.977,6.8549,6.8549,61.798,4.3148,6.648,1.0044,0.484
2026-01-01 13:54:00.000000000,13.9,34.956,6.8244,6.8244,60.967,4.4271,6.8992,0.9505,0.4618
2026-01-01 13:55:00.000000001,13.9167,34.947,6.8292,6.8292,61.696,4.4048,6.9611,1.0264,0.5247
2026-01-01 13:55:59.999999998,13.9333,34.973,6.8523,6.8523,64.063,4.3538,6.231,0.9852,0.5176
2026-01-01 13:57:00.000000000,13.95,35.058,6.8301,6.8301,62.625,4.3887,6.1639,1.0112,0.4793
2026-01-01 13:58:00.000000001,13.9667,35.077,6.8005,6.8005,61.789,4.5152,6.4911,1.0135,0.5058
2026-01-01 13:58:59.999999998,13.9833,34.966,6.842,6.842,61.511,4.4234,6.5666,1.0841,0.524
2026-01-01 14:00:00.000000000,14.0,35.075,6.8137,6.8137,61.966,4.44,6.4784,1.0247,0.5271
2026-01-01 14:01:00.000000001,14.0167,34.979,6.8758,6.8758,62.104,4.5153,6.5941,1.0108,0.4919
2026-01-01 14:01:59.999999998,14.0333,35.063,6.8473,6.8473,61.666,4.3682,6.4467,0.9741,0.4558
2026-01-01 14:03:00.000000000,14.05,34.968,6.8258,6.8258,62.426,4.3116,6.3819,1.0504,0.482
2026-01-01 14:04:00.000000001,14.0667,34.976,6.8302,6.8302,61.241,4.5409,6.4034,0.9983,0.5153
2026-01-01 14:04:59.999999998,14.0833,34.986,6.8066,6.8066,61.24,4.4145,6.4535,0.9371,0.542
2026-01-01 14:06:00.000000000,14.1,35.124,6.8226,6.8226,62.305,4.4791,6.6089,1.0051,0.4989
2026-01-01 14:07:00.000000001,14.1167,35.004,6.8651,6.8651,61.078,4.3507,6.4081,1.026,0.4879
2026-01-01 14:07:59.999999998,14.1333,34.924,6.8896,6.8896,62.6,4.4469,6.4365,0.9771,0.548
2026-01-01 14:09:00.000000000,14.15,35.005,6.8597,6.8597,62.009,4.3322,6.5642,1.0137,0.5081
2026-01-01 14:10:00.000000001,14.1667,34.936,6.8435,6.8435,60.563,4.4291,6.4476,1.0176,0.4754
2026-01-01 14:10:59.999999998,14.1833,34.926,6.8369,6.8369,62.119,4.3763,6.6437,1.0199,0.4976
2026-01-01 14:12:00.000000000,14.2,34.994,6.8265,6.8265,60.689,4.362,6.337,1.086,0.52
2026-01-01 14:13:00.000000001,14.2167,34.947,6.887,6.887,62.598,4.4121,6.3032,0.9602,0.4986
2026-01-01 14:13:59.999999998,14.2333,34.956,6.8423,6.8423,61.851,4.257,6.5182,1.1291,0.5159
2026-01-01 14:15:00.000000000,14.25,34.94,6.8885,6.8885,63.539,4.3518,6.5319,1.0273,0.4679
2026-01-01 14:16:00.000000001,14.2667,34.953,6.8742,6.8742,62.923,4.5113,6.3403,1.0595,0.4713
2026-01-01 14:16:59.999999998,14.2833,34.955,6.8117,6.8117,61.225,4.4807,6.6703,1.0385,0.4853
2026-01-01 14:18:00.000000000,14.3,34.834,6.8334,6.8334,60.466,4.3711,6.7563,0.9474,0.4944
2026-01-01 14:19:00.000000001,14.3167,34.961,6.8335,6.8335,61.488,4.505,6.3722,0.9824,0.5067
2026-01-01 14:19:59.999999998,14.3333,34.875,6.8454,6.8454,61.125,4.395,6.6882,1.0106,0.5127
2026-01-01 14:21:00.000000000,14.35,34.849,6.8459,6.8459,63.573,4.5272,6.1066,1.0881,0.5493
2026-01-01 14:22:00.000000001,14.3667,34.915,6.9072,6.9072,62.115,4.4643,6.6241,0.9707,0.4852
2026-01-01 14:22:59.999999998,14.3833,34.919,6.8259,6.8259,62.882,4.4517,6.3328,0.9987,0.4937
2026-01-01 14:24:00.000000000,14.4,34.877,6.8521,6.8521,61.919,4.4746,6.6067,1.0514,0.4858
2026-01-01 14:25:00.000000001,14.4167,34.95,6.86,6.86,62.015,4.6908,6.3148,1.0683,0.5216
2026-01-01 14:25:59.999999998,14.4333,34.838,6.8478,6.8478,62.146,4.4295,6.4476,1.0684,0.5227
2026-01-01 14:27:00.000000000,14.45,34.882,6.8501,6.8501,63.071,4.5125,6.3351,0.9987,0.491
2026-01-01 14:28:00.000000001,14.4667,34.87,6.8272,6.8272,62.449,4.561,6.4233,0.9695,0.5413
2026-01-01 14:28:59.999999998,14.4833,34.893,6.8503,6.8503,61.368,4.4257,6.7287,1.078,0.4858
2026-01-01 14:30:00.000000000,14.5,34.906,6.8585,6.8585,63.526,4.3793,6.4368,1.1243,0.5206
2026-01-01 14:31:00.000000001,14.5167,34.839,6.855,6.855,62.009,4.463,6.7683,1.0369,0.5291
2026-01-01 14:31:59.999999998,14.5333,34.922,6.8599,6.8599,61.895,4.576,6.3927,0.9986,0.4728
2026-01-01 14:33:00.000000000,14.55,34.886,6.8769,6.8769,60.012,4.4921,6.6731,1.0359,0.5116
2026-01-01 14:34:00.000000001,14.5667,34.784,6.8675,6.8675,62.8,4.5052,6.2043,1.0787,0.4455
2026-01-01 14:34:59.999999998,14.5833,34.778,6.8502,6.8502,62.39,4.6007,6.404,1.0489,0.5165
2026-01-01 14:36:00.000000000,14.6,34.872,6.8255,6.8255,62.407,4.4675,6.3653,1.1325,0.478
2026-01-01 14:37:00.000000001,14.6167,34.858,6.837,6.837,62.023,4.5292,6.6752,1.11,0.5113
2026-01-01 14:37:59.999999998,14.6333,34.86,6.8447,6.8447,61.903,4.4194,6.4711,1.0746,0.5151
2026-01-01 14:39:00.000000000,14.65,34.861,6.8542,6.8542,62.087,4.5703,6.1289,0.9693,0.5224
2026-01-01 14:40:00.000000001,14.6667,34.87,6.8397,6.8397,62.772,4.5673,6.2444,1.034,0.5178
2026-01-01 14:40:59.999999998,14.6833,34.902,6.8306,6.8306,62.933,4.6167,6.2878,1.0428,0.5011
2026-01-01 14:42:00.000000000,14.7,34.796,6.8256,6.8256,62.257,4.4657,6.5786,1.0345,0.4924
2026-01-01 14:43:00.000000001,14.7167,34.789,6.8164,6.8164,63.222,4.5462,6.5581,1.0829,0.4985
2026-01-01 14:43:59.999999998,14.7333,34.79,6.8448,6.8448,62.421,4.4635,6.3911,1.0856,0.4777
2026-01-01 14:45:00.000000000,14.75,34.855,6.8202,6.8202,62.102,4.5503,6.3526,0.9929,0.4958
2026-01-01 14:46:00.000000001,14.7667,34.9,6.8296,6.8296,62.686,4.6928,6.5412,1.1185,0.4942
2026-01-01 14:46:59.999999998,14.7833,34.812,6.8418,6.8418,61.463,4.5529,6.2631,1.0806,0.4842
2026-01-01 14:48:00.000000000,14.8,34.705,6.823,6.823,62.759,4.4735,6.5,1.0993,0.4652
2026-01-01 14:49:00.000000001,14.8167,34.742,6.8574,6.8574,61.362,4.5326,6.486,1.1203,0.4745
2026-01-01 14:49:59.999999998,14.8333,34.782,6.8646,6.8646,61.798,4.4624,6.3878,1.0463,0.437
2026-01-01 14:51:00.000000000,14.85,34.792,6.8389,6.8389,61.029,4.4919,6.4874,1.1492,0.4938
2026-01-01 14:52:00.000000001,14.8667,34.796,6.8411,6.8411,62.528,4.6535,6.4419,1.0808,0.5072
2026-01-01 14:52:59.999999998,14.8833,34.815,6.8607,6.8607,63.981,4.4884,6.5,1.1652,0.4463
2026-01-01 14:54:00.000000000,14.9,34.794,6.8357,6.8357,62.625,4.6333,6.2241,1.0465,0.5047
2026-01-01 14:55:00.000000001,14.9167,34.858,6.8343,6.8343,63.259,4.6147,6.5152,1.1647,0.4976
2026-01-01 14:55:59.999999998,14.9333,34.768,6.8739,6.8739,64.652,4.5744,6.5758,1.0492,0.4765
2026-01-01 14:57:00.000000000,14.95,34.755,6.8677,6.8677,63.12,4.6394,6.4688,1.2235,0.4914
2026-01-01 14:58:00.000000001,14.9667,34.819,6.862,6.862,62.212,4.5505,6.5096,1.0501,0.521
2026-01-01 14:58:59.999999998,14.9833,34.715,6.8685,6.8685,62.349,4.697,6.4018,1.1521,0.4805
2026-01-01 15:00:00.000000000,15.0,34.807,6.8105,6.8105,62.879,4.5782,6.5508,1.0828,0.5016
2026-01-01 15:01:00.000000001,15.0167,34.789,6.8771,6.8771,62.4,4.6075,6.4257,1.1383,0.5069
2026-01-01 15:01:59.999999998,15.0333,34.773,6.8578,6.8578,62.488,4.6022,6.2425,1.1022,0.4836
2026-01-01 15:03:00.000000000,15.05,34.857,6.8702,6.8702,63.752,4.7021,6.5366,1.0513,0.5202
2026-01-01 15:04:00.000000001,15.0667,34.743,6.8577,6.8577,63.814,4.6948,6.1673,0.9676,0.5081
2026-01-01 15:04:59.999999998,15.0833,34.873,6.8509,6.8509,61.704,4.4458,6.4536,1.2345,0.495
2026-01-01 15:06:00.000000000,15.1,34.755,6.8444,6.8444,62.397,4.6802,6.3524,1.1144,0.5473
2026-01-01 15:07:00.000000001,15.1167,34.699,6.8572,6.8572,62.71,4.5247,6.3416,0.9652,0.5203
2026-01-01 15:07:59.999999998,15.1333,34.763,6.8436,6.8436,63.591,4.6412,6.4335,1.1292,0.4663
2026-01-01 15:09:00.000000000,15.15,34.702,6.8672,6.8672,64.057,4.6642,6.3001,1.1502,0.4922
2026-01-01 15:10:00.000000001,15.1667,34.715,6.8181,6.8181,65.335,4.649,6.4822,1.0816,0.5493
2026-01-01 15:10:59.999999998,15.1833,34.769,6.8389,6.8389,62.832,4.7216,6.4127,1.0836,0.4804
2026-01-01 15:12:00.000000000,15.2,34.774,6.8906,6.8906,62.904,4.7435,6.3104,1.1196,0.5013
2026-01-01 15:13:00.000000001,15.2167,34.711,6.8372,6.8372,63.739,4.6284,6.6026,1.1824,0.5246
2026-01-01 15:13:59.999999998,15.2333,34.788,6.8449,6.8449,62.755,4.6298,6.4314,1.1289,0.513
2026-01-01 15:15:00.000000000,15.25,34.794,6.8319,6.8319,63.221,4.6961,6.4941,1.1988,0.5159
2026-01-01 15:16:00.000000001,15.2667,34.804,6.8562,6.8562,63.034,4.5798,6.6108,1.1838,0.5148
2026-01-01 15:16:59.999999998,15.2833,34.755,6.8347,6.8347,61.302,4.6695,6.6072,1.1175,0.5005
2026-01-01 15:18:00.000000000,15.3,34.794,6.8457,6.8457,63.531,4.8199,6.483,1.0521,0.4842
2026-01-01 15:19:00.000000001,15.3167,34.628,6.8663,6.8663,63.32,4.5959,6.3494,1.1209,0.5087
2026-01-01 15:19:59.999999998,15.3333,34.703,6.8353,6.8353,64.517,4.6936,6.1792,1.1602,0.4919
2026-01-01 15:21:00.000000000,15.35,34.672,6.8649,6.8649,63.539,4.6778,6.4235,1.1386,0.4904
2026-01-01 15:22:00.000000001,15.3667,34.718,6.8655,6.8655,62.565,4.89,6.5555,1.169,0.5296
2026-01-01 15:22:59.999999998,15.3833,34.681,6.8701,6.8701,63.397,4.6909,6.4433,1.1821,0.4924
2026-01-01 15:24:00.000000000,15.4,34.698,6.8517,6.8517,61.965,4.7,5.8724,1.1671,0.5341
2026-01-01 15:25:00.000000001,15.4167,34.797,6.9136,6.9136,62.704,4.6603,6.5184,1.1285,0.5051
2026-01-01 15:25:59.999999998,15.4333,34.691,6.8698,6.8698,64.217,4.7479,6.5265,1.1699,0.4968
2026-01-01 15:27:00.000000000,15.45,34.717,6.8551,6.8551,63.546,4.7731,6.3404,1.2574,0.4636
2026-01-01 15:28:00.000000001,15.4667,34.682,6.831,6.831,64.518,4.6851,6.5327,1.0728,0.5424
2026-01-01 15:28:59.999999998,15.4833,34.694,6.8465,6.8465,62.242,4.8394,6.4775,1.1733,0.4999
2026-01-01 15:30:00.000000000,15.5,34.687,6.8768,6.8768,63.658,4.7865,6.2793,1.2422,0.4546
2026-01-01 15:31:00.000000001,15.5167,34.706,6.8824,6.8824,63.508,4.8373,6.5717,1.0936,0.5198
2026-01-01 15:31:59.999999998,15.5333,34.739,6.8776,6.8776,64.69,4.7474,6.1897,1.204,0.499
2026-01-01 15:33:00.000000000,15.55,34.76,6.8636,6.8636,64.5,4.7975,6.3701,1.2124,0.4814
2026-01-01 15:34:00.000000001,15.5667,34.69,6.8227,6.8227,64.512,4.7654,6.354,1.0835,0.5186
2026-01-01 15:34:59.999999998,15.5833,34.702,6.8574,6.8574,65.269,4.9035,6.2525,1.1946,0.449
2026-01-01 15:36:00.000000000,15.6,34.612,6.8227,6.8227,63.778,4.8006,6.4208,1.1471,0.4857
2026-01-01 15:37:00.000000001,15.6167,34.662,6.8177,6.8177,65.178,4.7965,6.5706,1.1594,0.494
2026-01-01 15:37:59.999999998,15.6333,34.71,6.8521,6.8521,63.313,4.7636,6.5601,1.1478,0.517
2026-01-01 15:39:00.000000000,15.65,34.704,6.8576,6.8576,63.321,4.7634,6.4803,1.2314,0.5448
2026-01-01 15:40:00.000000001,15.6667,34.668,6.8651,6.8651,64.826,4.8282,6.1163,1.1619,0.4951
2026-01-01 15:40:59.999999998,15.6833,34.699,6.8568,6.8568,63.058,4.8792,6.1691,1.146,0.5092
2026-01-01 15:42:00.000000000,15.7,34.677,6.8573,6.8573,64.758,4.7633,6.3933,1.1485,0.555
2026-01-01 15:43:00.000000001,15.7167,34.71,6.8268,6.8268,64.419,4.8326,6.3621,1.1555,0.5001
2026-01-01 15:43:59.999999998,15.7333,34.662,6.8443,6.8443,65.234,4.8417,6.2914,1.1203,0.5094
2026-01-01 15:45:00.000000000,15.75,34.627,6.8161,6.8161,64.367,4.8601,6.6507,1.1523,0.4753
2026-01-01 15:46:00.000000001,15.7667,34.659,6.806,6.806,64.498,4.6994,6.3797,1.1835,0.5392
2026-01-01 15:46:59.999999998,15.7833,34.493,6.8607,6.8607,64.899,4.7665,6.444,1.1996,0.4857
2026-01-01 15:48:00.000000000,15.8,34.656,6.8306,6.8306,64.001,4.7357,6.5097,1.2413,0.5054
2026-01-01 15:49:00.000000001,15.8167,34.452,6.8629,6.8629,64.005,4.8521,6.3686,1.1948,0.5048
2026-01-01 15:49:59.999999998,15.8333,34.546,6.8675,6.8675,64.988,4.7818,6.7479,1.1608,0.5017
2026-01-01 15:51:00.000000000,15.85,34.652,6.8327,6.8327,64.624,4.8187,6.2171,1.1357,0.4913
2026-01-01 15:52:00.000000001,15.8667,34.651,6.8567,6.8567,64.361,4.7674,6.2661,1.2026,0.5048
2026-01-01 15:52:59.999999998,15.8833,34.567,6.8315,6.8315,64.659,4.8352,6.2144,1.1838,0.5351
2026-01-01 15:54:00.000000000,15.9,34.587,6.8076,6.8076,66.04,4.782,6.5891,1.1871,0.5456
2026-01-01 15:55:00.000000001,15.9167,34.689,6.8468,6.8468,64.449,4.9371,6.4739,1.2062,0.4965
2026-01-01 15:55:59.999999998,15.9333,34.594,6.8347,6.8347,64.465,4.9193,6.2709,1.2208,0.491
2026-01-01 15:57:00.000000000,15.95,34.729,6.8351,6.8351,63.516,4.8975,6.2218,1.21,0.4838
2026-01-01 15:58:00.000000001,15.9667,34.614,6.8832,6.8832,64.888,4.8659,6.558,1.1897,0.5537
2026-01-01 15:58:59.999999998,15.9833,34.633,6.813,6.813,65.486,4.7316,6.4034,1.1599,0.5026
2026-01-01 16:00:00.000000000,16.0,34.691,6.851,6.851,65.669,4.8625,6.5595,1.171,0.5223
2026-01-01 16:01:00.000000001,16.0167,34.615,6.8232,6.8232,65.126,4.8428,6.3378,1.2458,0.5139
2026-01-01 16:01:59.999999998,16.0333,34.556,6.861,6.861,65.843,4.928,6.4225,1.1839,0.5442
2026-01-01 16:03:00.000000000,16.05,34.599,6.8486,6.8486,65.703,4.9624,6.3897,1.1396,0.495
2026-01-01 16:04:00.000000001,16.0667,34.601,6.85,6.85,66.047,4.9433,6.2499,1.2666,0.4779
2026-01-01 16:04:59.999999998,16.0833,34.533,6.8233,6.8233,65.984,5.0229,6.3208,1.1632,0.5372
2026-01-01 16:06:00.000000000,16.1,34.587,6.8266,6.8266,66.491,4.881,6.1636,1.2138,0.5181
2026-01-01 16:07:00.000000001,16.1167,34.561,6.8602,6.8602,65.139,4.8822,6.4143,1.2383,0.5091
2026-01-01 16:07:59.999999998,16.1333,34.642,6.8769,6.8769,64.252,5.0186,6.4532,1.2157,0.5307
2026-01-01 16:09:00.000000000,16.15,34.596,6.8508,6.8508,65.884,4.9535,6.4864,1.0934,0.5103
2026-01-01 16:10:00.000000001,16.1667,34.579,6.823,6.823,66.016,4.925,6.4368,1.2385,0.5314
2026-01-01 16:10:59.999999998,16.1833,34.586,6.8475,6.8475,66.686,5.0971,6.3165,1.2871,0.5049
2026-01-01 16:12:00.000000000,16.2,34.601,6.889,6.889,66.494,5.0001,6.5674,1.2618,0.518
2026-01-01 16:13:00.000000001,16.2167,34.62,6.8422,6.8422,67.064,4.9433,6.4673,1.118,0.5105
2026-01-01 16:13:59.999999998,16.2333,34.537,6.8692,6.8692,66.043,4.9083,6.5406,1.3324,0.4935
2026-01-01 16:15:00.000000000,16.25,34.534,6.8249,6.8249,65.768,5.0739,6.5489,1.1615,0.4959
2026-01-01 16:16:00.000000001,16.2667,34.64,6.8386,6.8386,64.516,4.9889,6.3113,1.1756,0.4921
2026-01-01 16:16:59.999999998,16.2833,34.563,6.8515,6.8515,65.909,4.9789,6.3872,1.2703,0.5053
2026-01-01 16:18:00.000000000,16.3,34.512,6.8468,6.8468,65.258,5.0357,6.4441,1.2556,0.4909
2026-01-01 16:19:00.000000001,16.3167,34.604,6.8233,6.8233,65.908,5.0566,6.1544,1.2388,0.5087
2026-01-01 16:19:59.999999998,16.3333,34.604,6.8221,6.8221,65.82,5.0348,6.1567,1.208,0.508
2026-01-01 16:21:00.000000000,16.35,34.503,6.8578,6.8578,66.192,5.0662,6.1297,1.3048,0.5041
2026-01-01 16:22:00.000000001,16.3667,34.59,6.8616,6.8616,65.774,5.0362,6.3073,1.2381,0.5045
2026-01-01 16:22:59.999999998,16.3833,34.614,6.8677,6.8677,66.638,5.0491,6.2724,1.1635,0.4887
2026-01-01 16:24:00.000000000,16.4,34.595,6.8732,6.8732,63.749,4.9508,6.1059,1.3052,0.4944
2026-01-01 16:25:00.000000001,16.4167,34.608,6.8396,6.8396,66.116,5.1588,6.3426,1.2563,0.4666
2026-01-01 16:25:59.999999998,16.4333,34.505,6.8303,6.8303,66.963,4.9199,6.3048,1.3028,0.4976
2026-01-01 16:27:00.000000000,16.45,34.591,6.8633,6.8633,67.534,5.048,6.4953,1.2775,0.4803
2026-01-01 16:28:00.000000001,16.4667,34.559,6.8502,6.8502,66.661,4.921,6.6188,1.3702,0.502
2026-01-01 16:28:59.999999998,16.4833,34.549,6.816,6.816,67.46,5.0247,6.3843,1.2369,0.4857
2026-01-01 16:30:00.000000000,16.5,34.616,6.8147,6.8147,66.283,4.9916,6.2102,1.255,0.459
2026-01-01 16:31:00.000000001,16.5167,34.646,6.8449,6.8449,66.187,5.0528,6.4106,1.2919,0.545
2026-01-01 16:31:59.999999998,16.5333,34.662,6.8312,6.8312,66.644,5.0739,6.3139,1.2425,0.4954
2026-01-01 16:33:00.000000000,16.55,34.637,6.8339,6.8339,66.253,4.9748,6.2754,1.2996,0.5289
2026-01-01 16:34:00.000000001,16.5667,34.566,6.8556,6.8556,65.666,5.0536,6.1811,1.1139,0.4895
2026-01-01 16:34:59.999999998,16.5833,34.589,6.849,6.849,65.915,5.1721,6.2396,1.2594,0.534
2026-01-01 16:36:00.000000000,16.6,34.609,6.8601,6.8601,65.472,4.9603,6.2815,1.2597,0.477
2026-01-01 16:37:00.000000001,16.6167,34.577,6.7945,6.7945,66.82,5.0017,6.4277,1.2596,0.5035
2026-01-01 16:37:59.999999998,16.6333,34.577,6.8379,6.8379,66.441,5.1436,6.3826,1.2245,0.4782
2026-01-01 16:39:00.000000000,16.65,34.612,6.8464,6.8464,66.178,5.0856,6.5787,1.3155,0.552
2026-01-01 16:40:00.000000001,16.6667,34.567,6.8016,6.8016,66.047,5.0962,6.4049,1.2467,0.495
2026-01-01 16:40:59.999999998,16.6833,34.534,6.8187,6.8187,66.938,5.1706,6.3664,1.2838,0.5166
2026-01-01 16:42:00.000000000,16.7,34.55,6.8147,6.8147,67.192,5.03,6.2557,1.2737,0.509
2026-01-01 16:43:00.000000001,16.7167,34.602,6.8316,6.8316,65.696,5.0567,6.1449,1.3024,0.4995
2026-01-01 16:43:59.999999998,16.7333,34.571,6.8633,6.8633,65.604,5.0516,6.214,1.3507,0.5104
2026-01-01 16:45:00.000000000,16.75,34.588,6.8709,6.8709,67.43,5.0799,6.1934,1.2907,0.5272
2026-01-01 16:46:00.000000001,16.7667,34.605,6.8138,6.8138,65.599,5.2196,5.9132,1.3248,0.5134
2026-01-01 16:46:59.999999998,16.7833,34.553,6.8403,6.8403,67.169,4.9811,6.1449,1.2918,0.5032
2026-01-01 16:48:00.000000000,16.8,34.61,6.8406,6.8406,68.057,5.0264,6.5355,1.261,0.5104
2026-01-01 16:49:00.000000001,16.8167,34.591,6.8368,6.8368,68.09,5.0174,6.3493,1.281,0.5383
2026-01-01 16:49:59.999999998,16.8333,34.511,6.8367,6.8367,67.417,5.2435,6.2365,1.2758,0.4917
2026-01-01 16:51:00.000000000,16.85,34.646,6.8344,6.8344,67.424,5.087,6.3517,1.3201,0.4629
2026-01-01 16:52:00.000000001,16.8667,34.549,6.8617,6.8617,68.689,5.1148,5.9978,1.2989,0.4781
2026-01-01 16:52:59.999999998,16.8833,34.492,6.8496,6.8496,65.051,5.0165,6.3321,1.2556,0.4796
2026-01-01 16:54:00.000000000,16.9,34.523,6.806,6.806,66.577,5.1294,6.4803,1.2861,0.4824
2026-01-01 16:55:00.000000001,16.9167,34.525,6.8428,6.8428,67.657,5.2245,6.2694,1.2227,0.4831
2026-01-01 16:55:59.999999998,16.9333,34.579,6.8443,6.8443,66.738,5.1802,6.0207,1.2916,0.4995
2026-01-01 16:57:00.000000000,16.95,34.564,6.8324,6.8324,68.028,5.1561,6.2234,1.3027,0.5049
2026-01-01 16:58:00.000000001,16.9667,34.562,6.8484,6.8484,67.034,5.0443,6.4763,1.3948,0.5047
2026-01-01 16:58:59.999999998,16.9833,34.61,6.8291,6.8291,67.199,5.1481,6.3221,1.3737,0.4854
2026-01-01 17:00:00.000000000,17.0,34.597,6.829,6.829,66.902,5.1909,6.0695,1.2564,0.5199
2026-01-01 17:01:00.000000001,17.0167,34.597,6.827,6.827,66.731,5.1046,6.6363,1.32,0.5107
2026-01-01 17:01:59.999999998,17.0333,34.603,6.7839,6.7839,66.738,5.2411,6.092,1.3227,0.5316
2026-01-01 17:03:00.000000000,17.05,34.614,6.8222,6.8222,67.42,5.2643,6.2426,1.302,0.5169
2026-01-01 17:04:00.000000001,17.0667,34.479,6.8101,6.8101,66.61,5.156,6.1224,1.307,0.493
2026-01-01 17:04:59.999999998,17.0833,34.568,6.7994,6.7994,68.018,5.2612,6.1215,1.2995,0.5261
2026-01-01 17:06:00.000000000,17.1,34.478,6.8514,6.8514,67.804,5.1992,6.208,1.4127,0.5055
2026-01-01 17:07:00.000000001,17.1167,34.59,6.8324,6.8324,68.186,5.3045,6.3702,1.3,0.516
2026-01-01 17:07:59.999999998,17.1333,34.589,6.8213,6.8213,66.428,5.3803,6.4673,1.3397,0.5144
2026-01-01 17:09:00.000000000,17.15,34.643,6.8102,6.8102,65.996,5.135,6.2147,1.1981,0.4975
2026-01-01 17:10:00.000000001,17.1667,34.652,6.8271,6.8271,67.377,5.2888,6.1201,1.3675,0.5021
2026-01-01 17:10:59.999999998,17.1833,34.604,6.8406,6.8406,69.723,5.3365,6.3423,1.3874,0.4974
2026-01-01 17:12:00.000000000,17.2,34.57,6.8038,6.8038,68.44,5.1593,6.3457,1.2774,0.4829
2026-01-01 17:13:00.000000001,17.2167,34.621,6.8198,6.8198,67.006,5.1958,6.3045,1.3063,0.4571
2026-01-01 17:13:59.999999998,17.2333,34.572,6.8369,6.8369,67.812,5.1998,6.3087,1.3563,0.4861
2026-01-01 17:15:00.000000000,17.25,34.6,6.7804,6.7804,68.076,5.2409,6.2494,1.3366,0.504
2026-01-01 17:16:00.000000001,17.2667,34.651,6.8176,6.8176,66.421,5.2279,6.28,1.3607,0.5217
2026-01-01 17:16:59.999999998,17.2833,34.575,6.8097,6.8097,68.633,5.2454,6.237,1.3249,0.5159
2026-01-01 17:18:00.000000000,17.3,34.645,6.8152,6.8152,67.424,5.3332,6.4237,1.4343,0.4944
2026-01-01 17:19:00.000000001,17.3167,34.64,6.8075,6.8075,67.506,5.1194,6.5964,1.3095,0.4864
2026-01-01 17:19:59.999999998,17.3333,34.56,6.8199,6.8199,67.617,5.198,6.288,1.4794,0.4964
2026-01-01 17:21:00.000000000,17.35,34.659,6.8552,6.8552,68.533,5.3344,6.259,1.4088,0.4805
2026-01-01 17:22:00.000000001,17.3667,34.647,6.8098,6.8098,67.032,5.3299,6.2973,1.3902,0.4577
2026-01-01 17:22:59.999999998,17.3833,34.619,6.8217,6.8217,66.289,5.2059,6.1592,1.2984,0.4691
2026-01-01 17:24:00.000000000,17.4,34.577,6.8553,6.8553,67.931,5.3403,6.3716,1.3978,0.5275
2026-01-01 17:25:00.000000001,17.4167,34.574,6.804,6.804,66.056,5.4065,6.322,1.3843,0.5371
2026-01-01 17:25:59.999999998,17.4333,34.593,6.8509,6.8509,67.467,5.3014,6.1917,1.25,0.5151
2026-01-01 17:27:00.000000000,17.45,34.649,6.8143,6.8143,68.674,5.2296,6.389,1.2877,0.4988
2026-01-01 17:28:00.000000001,17.4667,34.576,6.8494,6.8494,68.204,5.3851,6.2555,1.3776,0.4721
2026-01-01 17:28:59.999999998,17.4833,34.647,6.8284,6.8284,68.59,5.4579,6.1061,1.355,0.4968
2026-01-01 17:30:00.000000000,17.5,34.565,6.8191,6.8191,68.268,5.2541,6.3033,1.3377,0.5122
2026-01-01 17:31:00.000000001,17.5167,34.619,6.8112,6.8112,69.715,5.3331,6.2851,1.4193,0.5166
2026-01-01 17:31:59.999999998,17.5333,34.637,6.7996,6.7996,67.33,5.4221,6.3926,1.3231,0.5138
2026-01-01 17:33:00.000000000,17.55,34.756,6.8132,6.8132,68.133,5.349,6.3722,1.3464,0.5242
2026-01-01 17:34:00.000000001,17.5667,34.567,6.8292,6.8292,67.477,5.205,6.23,1.3387,0.5389
2026-01-01 17:34:59.999999998,17.5833,34.712,6.8106,6.8106,68.606,5.3852,6.1746,1.3984,0.4919
2026-01-01 17:36:00.000000000,17.6,34.648,6.8041,6.8041,67.804,5.2763,6.2446,1.2888,0.5561
2026-01-01 17:37:00.000000001,17.6167,34.663,6.805,6.805,69.24,5.258,6.2978,1.3518,0.4596
2026-01-01 17:37:59.999999998,17.6333,34.651,6.8294,6.8294,67.452,5.2264,6.3148,1.2924,0.4844
2026-01-01 17:39:00.000000000,17.65,34.67,6.8336,6.8336,69.013,5.4648,6.2865,1.3648,0.504
